Cuenca o Litoral,Grupo de especie,Formato,Especie,Nombre más común de la especie,Forma de presentación
Pacífico,Peces,PezOseo,Caranx caninus,Jurel común Chupador,Entero enhielado
Pacífico,Peces,PezOseo,Caranx caninus,Jurel común Chupador,Entero fresco
Pacífico,Peces,PezOseo,Caranx caninus,Jurel común Chupador,Eviscerado
Pacífico,Peces,PezOseo,Caranx caninus,Jurel común Chupador,Eviscerado enhielado
Pacífico,Peces,PezOseo,Caranx caninus,Jurel común Chupador,Eviscerado fresco
Pacífico,Peces,PezOseo,Caranx caninus,Jurel común Chupador,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Caranx sexfasciatus,Colinegra,Entero enhielado
Pacífico,Peces,PezOseo,Caranx sexfasciatus,Colinegra,Eviscerado
Pacífico,Peces,PezOseo,Caranx sexfasciatus,Colinegra,Eviscerado enhielado
Pacífico,Peces,PezOseo,Caranx spp.,Jurel genérico Pámpano,Entero
Pacífico,Peces,PezOseo,Caranx spp.,Jurel genérico Pámpano,Eviscerado
Pacífico,Peces,PezOseo,Caranx vinctus,Arroz con coco,Entero
Pacífico,Peces,PezOseo,Caranx vinctus,Arroz con coco,Eviscerado
Pacífico,Peces,PezOseo,Cathorops fuerthii,Canchimala amarilla,Entero
Pacífico,Peces,PezOseo,Cathorops fuerthii,Canchimala amarilla,Entero enhielado
Pacífico,Peces,PezOseo,Cathorops fuerthii,Canchimala amarilla,Entero fresco
Pacífico,Peces,PezOseo,Cathorops fuerthii,Canchimala amarilla,Eviscerado
Pacífico,Peces,PezOseo,Caulolatilus affinis,Cabezudo cubo,Descabezado
Pacífico,Peces,PezOseo,Caulolatilus affinis,Cabezudo cubo,Entero
Pacífico,Peces,PezOseo,Caulolatilus affinis,Cabezudo cubo,Entero enhielado
Pacífico,Peces,PezOseo,Caulolatilus affinis,Cabezudo cubo,Entero fresco
Pacífico,Peces,PezOseo,Caulolatilus affinis,Cabezudo cubo,Eviscerado
Pacífico,Peces,PezOseo,Caulolatilus affinis,Cabezudo cubo,Eviscerado enhielado
Pacífico,Peces,PezOseo,Caulolatilus affinis,Cabezudo cubo,Eviscerado fresco
Pacífico,Peces,PezOseo,Caulolatilus affinis,Cabezudo cubo,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Centropomus armatus,Gualajo,Entero
Pacífico,Peces,PezOseo,Centropomus armatus,Gualajo,Entero enhielado
Pacífico,Peces,PezOseo,Centropomus armatus,Gualajo,Entero fresco
Pacífico,Peces,PezOseo,Centropomus armatus,Gualajo,Eviscerado
Pacífico,Peces,PezOseo,Centropomus armatus,Gualajo,Eviscerado enhielado
Pacífico,Peces,PezOseo,Centropomus armatus,Gualajo,Eviscerado fresco
Pacífico,Peces,PezOseo,Centropomus armatus,Gualajo,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Centropomus armatus,Gualajo,Salpreso
Pacífico,Peces,PezOseo,Centropomus armatus,Gualajo,Seco salado
Pacífico,Peces,PezOseo,Centropomus medius,Machetajo,Entero
Pacífico,Peces,PezOseo,Centropomus medius,Machetajo,Entero enhielado
Pacífico,Peces,PezOseo,Centropomus medius,Machetajo,Entero fresco
Pacífico,Peces,PezOseo,Centropomus medius,Machetajo,Eviscerado
Pacífico,Peces,PezOseo,Centropomus medius,Machetajo,Eviscerado enhielado
Pacífico,Peces,PezOseo,Centropomus medius,Machetajo,Eviscerado fresco
Pacífico,Peces,PezOseo,Centropomus medius,Machetajo,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Centropomus medius,Machetajo,Salpreso
Pacífico,Peces,PezOseo,Centropomus robalito,Gualajo,Entero
Pacífico,Peces,PezOseo,Centropomus robalito,Gualajo,Entero fresco
Pacífico,Peces,PezOseo,Centropomus robalito,Gualajo,Eviscerado
Pacífico,Peces,PezOseo,Centropomus robalito,Gualajo,Eviscerado fresco
Pacífico,Peces,PezOseo,Centropomus unionensis,Machetajo,Entero
Pacífico,Peces,PezOseo,Centropomus unionensis,Machetajo,Entero fresco
Pacífico,Peces,PezOseo,Centropomus unionensis,Machetajo,Eviscerado enhielado
Pacífico,Peces,PezOseo,Centropomus viridis,Róbalo,Entero
Pacífico,Peces,PezOseo,Centropomus viridis,Róbalo,Entero enhielado
Pacífico,Peces,PezOseo,Centropomus viridis,Róbalo,Entero fresco
Pacífico,Peces,PezOseo,Centropomus viridis,Róbalo,Eviscerado
Pacífico,Peces,PezOseo,Centropomus viridis,Róbalo,Eviscerado enhielado
Pacífico,Peces,PezOseo,Centropomus viridis,Róbalo,Eviscerado fresco
Pacífico,Peces,PezOseo,Centropomus viridis,Róbalo,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Centropumus spp.,Gualajo machetajo,Entero
Pacífico,Peces,PezOseo,Centropumus spp.,Gualajo machetajo,Eviscerado
Pacífico,Peces,PezOseo,Centropumus spp.,Gualajo machetajo,Eviscerado fresco
Pacífico,Peces,PezOseo,Chaetodipterus zonatus,Palma rayada,Entero
Pacífico,Peces,PezOseo,Chaetodipterus zonatus,Palma rayada,Entero enhielado
Pacífico,Peces,PezOseo,Chaetodipterus zonatus,Palma rayada,Entero fresco
Pacífico,Peces,PezOseo,Chaetodipterus zonatus,Palma rayada,Eviscerado
Pacífico,Peces,PezOseo,Chaetodipterus zonatus,Palma rayada,Eviscerado enhielado
Pacífico,Peces,PezOseo,Chaetodipterus zonatus,Palma rayada,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Chaetodipterus zonatus,Palma rayada,Salpreso
Pacífico,Peces,PezOseo,Chaetodon humeralis,Bonita,Eviscerado
Pacífico,Peces,PezOseo,Chloroscombrus orqueta,Abundancia,Eviscerado
Pacífico,Peces,PezOseo,Cirrhitus rivulatus,"Pejetigre, Pez tigre",Eviscerado enhielado
Pacífico,Peces,PezOseo,Conodon serrifer,Guerrillero,Entero enhielado
Pacífico,Peces,PezOseo,Conodon serrifer,Guerrillero,Eviscerado enhielado
Pacífico,Peces,PezOseo,Coryphaena hippurus,Dorado,Descabezado
Pacífico,Peces,PezOseo,Coryphaena hippurus,Dorado,Entero
Pacífico,Peces,PezOseo,Coryphaena hippurus,Dorado,Entero fresco
Pacífico,Peces,PezOseo,Coryphaena hippurus,Dorado,Eviscerado
Pacífico,Peces,PezOseo,Coryphaena hippurus,Dorado,Eviscerado enhielado
Pacífico,Peces,PezOseo,Coryphaena hippurus,Dorado,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Coryphaena hippurus,Dorado,Filete
Pacífico,Peces,PezOseo,Cyclopsetta querna,Lenguado,Descabezado
Pacífico,Peces,PezOseo,Cyclopsetta querna,Lenguado,Entero
Pacífico,Peces,PezOseo,Cyclopsetta querna,Lenguado,Entero enhielado
Pacífico,Peces,PezOseo,Cyclopsetta querna,Lenguado,Entero fresco
Pacífico,Peces,PezOseo,Cyclopsetta querna,Lenguado,Eviscerado
Pacífico,Peces,PezOseo,Cyclopsetta querna,Lenguado,Eviscerado enhielado
Pacífico,Peces,PezOseo,Cyclopsetta querna,Lenguado,Eviscerado fresco
Pacífico,Peces,PezOseo,Cynoponticus coniceps,Zafiro,Descabezado
Pacífico,Peces,PezOseo,Cynoponticus coniceps,Zafiro,Entero
Pacífico,Peces,PezOseo,Cynoponticus coniceps,Zafiro,Entero enhielado
Pacífico,Peces,PezOseo,Cynoponticus coniceps,Zafiro,Entero fresco
Pacífico,Peces,PezOseo,Cynoponticus coniceps,Zafiro,Eviscerado
Pacífico,Peces,PezOseo,Cynoponticus coniceps,Zafiro,Eviscerado enhielado
Pacífico,Peces,PezOseo,Cynoponticus coniceps,Zafiro,Eviscerado fresco
Pacífico,Peces,PezOseo,Cynoponticus coniceps,Zafiro,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Cynoponticus coniceps,Zafiro,Trozos
Pacífico,Peces,PezOseo,Cynoscion albus,Corvina,Entero
Pacífico,Peces,PezOseo,Cynoscion albus,Corvina,Entero enhielado
Pacífico,Peces,PezOseo,Cynoscion albus,Corvina,Entero fresco
Pacífico,Peces,PezOseo,Cynoscion albus,Corvina,Eviscerado
Pacífico,Peces,PezOseo,Cynoscion albus,Corvina,Eviscerado enhielado
Pacífico,Peces,PezOseo,Cynoscion albus,Corvina,Eviscerado fresco
Pacífico,Peces,PezOseo,Cynoscion albus,Corvina,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Cynoscion albus,Corvina,Filete
Pacífico,Peces,PezOseo,Cynoscion albus,Corvina,Seco salado
Pacífico,Peces,PezOseo,Cynoscion nortoni,Peladilla,Entero
Pacífico,Peces,PezOseo,Cynoscion nortoni,Peladilla,Entero enhielado
Pacífico,Peces,PezOseo,Cynoscion nortoni,Peladilla,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Cynoscion phoxocephalus,Pelada blanca,Entero
Pacífico,Peces,PezOseo,Cynoscion phoxocephalus,Pelada blanca,Entero enhielado
Pacífico,Peces,PezOseo,Cynoscion phoxocephalus,Pelada blanca,Entero fresco
Pacífico,Peces,PezOseo,Cynoscion phoxocephalus,Pelada blanca,Eviscerado
Pacífico,Peces,PezOseo,Cynoscion phoxocephalus,Pelada blanca,Eviscerado enhielado
Pacífico,Peces,PezOseo,Cynoscion phoxocephalus,Pelada blanca,Eviscerado fresco
Pacífico,Peces,PezOseo,Cynoscion phoxocephalus,Pelada blanca,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Cynoscion phoxocephalus,Pelada blanca,Salpreso
Pacífico,Peces,PezOseo,Cynoscion spp.,Corvina,Entero
Pacífico,Peces,PezOseo,Cynoscion spp.,Corvina,Eviscerado fresco
Pacífico,Peces,PezOseo,Cynoscion squamipinnis,Pelada roncona,Entero
Pacífico,Peces,PezOseo,Cynoscion squamipinnis,Pelada roncona,Entero enhielado
Pacífico,Peces,PezOseo,Cynoscion squamipinnis,Pelada roncona,Entero fresco
Pacífico,Peces,PezOseo,Cynoscion squamipinnis,Pelada roncona,Eviscerado
Pacífico,Peces,PezOseo,Cynoscion squamipinnis,Pelada roncona,Eviscerado enhielado
Pacífico,Peces,PezOseo,Cynoscion squamipinnis,Pelada roncona,Eviscerado fresco
Pacífico,Peces,PezOseo,Cynoscion squamipinnis,Pelada roncona,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Diapterus brevirostris,Palometa aletiamarilla,Entero
Pacífico,Peces,PezOseo,Diapterus brevirostris,Palometa aletiamarilla,Entero enhielado
Pacífico,Peces,PezOseo,Diapterus brevirostris,Palometa aletiamarilla,Entero fresco
Pacífico,Peces,PezOseo,Diapterus brevirostris,Palometa aletiamarilla,Eviscerado
Pacífico,Peces,PezOseo,Diapterus brevirostris,Palometa aletiamarilla,Eviscerado enhielado
Pacífico,Peces,PezOseo,Diapterus brevirostris,Palometa aletiamarilla,Eviscerado fresco
Pacífico,Peces,PezOseo,Diapterus brevirostris,Palometa aletiamarilla,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Diplectrum pacificum,Cagua,Entero
Pacífico,Peces,PezOseo,Diplectrum pacificum,Cagua,Entero enhielado
Pacífico,Peces,PezOseo,Diplectrum pacificum,Cagua,Entero fresco
Pacífico,Peces,PezOseo,Diplectrum spp.,Cagua Bocón,Entero
Pacífico,Peces,PezOseo,Diplectrum spp.,Cagua Bocón,Entero enhielado
Pacífico,Peces,PezOseo,Diplectrum spp.,Cagua Bocón,Entero fresco
Pacífico,Peces,PezOseo,Diplectrum spp.,Cagua Bocón,Eviscerado
Pacífico,Moluscos,Bivalvo,Donax dentifer,Almeja,Carne
Pacífico,Moluscos,Pulpos/Calamares,Dosidicus gigas,Calamar pota,Entero
Pacífico,Moluscos,Pulpos/Calamares,Dosidicus gigas,Calamar pota,Tubos
Pacífico,Peces,PezOseo,Elagatis bipinnulata,"Salmón, Sardinata macarela",Entero
Pacífico,Peces,PezOseo,Elagatis bipinnulata,"Salmón, Sardinata macarela",Entero fresco
Pacífico,Peces,PezOseo,Elattarchus archidium,Cajero sierra,Entero fresco
Pacífico,Peces,PezOseo,Elops affinis,Lisa espinosa,Entero
Pacífico,Peces,PezOseo,Elops affinis,Lisa espinosa,Entero enhielado
Pacífico,Peces,PezOseo,Elops affinis,Lisa espinosa,Entero fresco
Pacífico,Peces,PezOseo,Elops affinis,Lisa espinosa,Eviscerado enhielado
Pacífico,Peces,PezOseo,Epinephelus analogus,Cabrilla,Entero
Pacífico,Peces,PezOseo,Epinephelus analogus,Cabrilla,Entero enhielado
Pacífico,Peces,PezOseo,Epinephelus analogus,Cabrilla,Entero fresco
Pacífico,Peces,PezOseo,Epinephelus analogus,Cabrilla,Eviscerado
Pacífico,Peces,PezOseo,Epinephelus analogus,Cabrilla,Eviscerado enhielado
Pacífico,Peces,PezOseo,Epinephelus analogus,Cabrilla,Eviscerado fresco
Pacífico,Peces,PezOseo,Epinephelus analogus,Cabrilla,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Epinephelus quinquefasciatus,Mero,Descabezado
Pacífico,Peces,PezOseo,Epinephelus quinquefasciatus,Mero,Entero
Pacífico,Peces,PezOseo,Epinephelus quinquefasciatus,Mero,Entero fresco
Pacífico,Peces,PezOseo,Epinephelus quinquefasciatus,Mero,Eviscerado
Pacífico,Peces,PezOseo,Epinephelus quinquefasciatus,Mero,Eviscerado enhielado
Pacífico,Peces,PezOseo,Epinephelus quinquefasciatus,Mero,Eviscerado fresco
Pacífico,Peces,PezOseo,Epinephelus quinquefasciatus,Mero,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Epinephelus spp.,Mero,Descabezado
Pacífico,Peces,PezOseo,Epinephelus spp.,Mero,Descabezado congelado
Pacífico,Peces,PezOseo,Epinephelus spp.,Mero,Entero
Pacífico,Peces,PezOseo,Epinephelus spp.,Mero,Entero enhielado
Pacífico,Peces,PezOseo,Epinephelus spp.,Mero,Entero fresco
Pacífico,Peces,PezOseo,Epinephelus spp.,Mero,Eviscerado
Pacífico,Peces,PezOseo,Epinephelus spp.,Mero,Eviscerado enhielado
Pacífico,Peces,PezOseo,Epinephelus spp.,Mero,Eviscerado fresco
Pacífico,Peces,PezOseo,Epinephelus spp.,Mero,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Eucinostomus currani,Leiro,Entero
Pacífico,Peces,PezOseo,Eucinostomus currani,Leiro,Eviscerado
Pacífico,Peces,PezOseo,Eucinostomus dowii,Palometa,Entero
Pacífico,Peces,PezOseo,Eucinostomus dowii,Palometa,Eviscerado
Pacífico,Peces,PezOseo,Euprepocaranx dorsalis,Jurel pampano,Entero
Pacífico,Peces,PezOseo,Euprepocaranx dorsalis,Jurel pampano,Eviscerado
Pacífico,Peces,PezOseo,Euthynnus lineatus,Atún patiseca,Entero
Pacífico,Peces,PezOseo,Euthynnus lineatus,Atún patiseca,Entero enhielado
Pacífico,Peces,PezOseo,Euthynnus lineatus,Atún patiseca,Entero fresco
Pacífico,Peces,PezOseo,Euthynnus lineatus,Atún patiseca,Eviscerado
Pacífico,Peces,PezOseo,Euthynnus lineatus,Atún patiseca,Eviscerado con gónada
Pacífico,Peces,PezOseo,Euthynnus lineatus,Atún patiseca,Eviscerado enhielado
Pacífico,Peces,PezOseo,Euthynnus lineatus,Atún patiseca,Eviscerado fresco
Pacífico,Peces,PezOseo,Genyatremus dovii,Curruca tres rayas,Entero
Pacífico,Peces,PezOseo,Genyatremus pacifici,Curruca tres rayas,Entero
Pacífico,Peces,PezOseo,Genyatremus pacifici,Curruca tres rayas,Entero enhielado
Pacífico,Peces,PezOseo,Genyatremus pacifici,Curruca tres rayas,Entero fresco
Pacífico,Peces,PezOseo,Genyatremus pacifici,Curruca tres rayas,Eviscerado
Pacífico,Peces,PezOseo,Genyatremus pacifici,Curruca tres rayas,Eviscerado fresco
Pacífico,Peces,PezOseo,Haemulon scudderii,Roncador,Entero
Pacífico,Peces,PezOseo,Haemulon scudderii,Roncador,Eviscerado
Pacífico,Peces,PezOseo,Haemulopsis axillaris,Roncador,Entero
Pacífico,Peces,PezOseo,Haemulopsis axillaris,Roncador,Entero enhielado
Pacífico,Peces,PezOseo,Haemulopsis axillaris,Roncador,Entero fresco
Pacífico,Peces,PezOseo,Haemulopsis axillaris,Roncador,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Haemulopsis elongatus,Kiskis Llama marea,Entero
Pacífico,Peces,PezOseo,Haemulopsis elongatus,Kiskis Llama marea,Entero fresco
Pacífico,Peces,PezOseo,Haemulopsis elongatus,Kiskis Llama marea,Eviscerado
Pacífico,Peces,PezOseo,Haemulopsis elongatus,Kiskis Llama marea,Eviscerado fresco
Pacífico,Peces,PezOseo,Haemulopsis leuciscus,Roncador,Entero
Pacífico,Peces,PezOseo,Haemulopsis leuciscus,Roncador,Entero enhielado
Pacífico,Peces,PezOseo,Haemulopsis leuciscus,Roncador,Eviscerado
Pacífico,Peces,PezOseo,Haemulopsis nitidus,Roncador,Entero
Pacífico,Peces,PezOseo,Hemanthias peruanus,Pargo nylon amarillo,Entero
Pacífico,Peces,PezOseo,Hemanthias peruanus,Pargo nylon amarillo,Entero enhielado
Pacífico,Peces,PezOseo,Hemanthias signifer,Pargo nylon,Entero fresco
Pacífico,Peces,PezOseo,Hemicaranx zelotes,Comegargajo,Entero
Pacífico,Peces,PezOseo,Hemiramphus saltator,Aguja,Descabezado
Pacífico,Peces,PezOseo,Hemiramphus saltator,Aguja,Entero
Pacífico,Peces,PezOseo,Hemiramphus saltator,Aguja,Entero enhielado
Pacífico,Peces,PezOseo,Hemiramphus saltator,Aguja,Entero fresco
Pacífico,Peces,PezOseo,Hemiramphus saltator,Aguja,Eviscerado
Pacífico,Peces,PezOseo,Hemiramphus saltator,Aguja,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Hoplopagrus guentherii,Pargo roquero,Entero
Pacífico,Peces,PezOseo,Hoplopagrus guentherii,Pargo roquero,Entero enhielado
Pacífico,Peces,PezOseo,Hoplopagrus guentherii,Pargo roquero,Entero fresco
Pacífico,Peces,PezOseo,Hoplopagrus guentherii,Pargo roquero,Eviscerado
Pacífico,Peces,PezOseo,Hoplopagrus guentherii,Pargo roquero,Eviscerado enhielado
Pacífico,Peces,PezOseo,Hoplopagrus guentherii,Pargo roquero,Eviscerado fresco
Pacífico,Peces,PezOseo,Hoplopagrus guentherii,Pargo roquero,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Hyporhamphus spp.,Agujeta blanca,Entero
Pacífico,Peces,PezOseo,Hyporthodus acanthistius,Cherna rosada,Descabezado
Pacífico,Peces,PezOseo,Hyporthodus acanthistius,Cherna rosada,Entero
Pacífico,Peces,PezOseo,Hyporthodus acanthistius,Cherna rosada,Entero enhielado
Pacífico,Peces,PezOseo,Hyporthodus acanthistius,Cherna rosada,Entero fresco
Pacífico,Peces,PezOseo,Hyporthodus acanthistius,Cherna rosada,Eviscerado
Pacífico,Peces,PezOseo,Hyporthodus acanthistius,Cherna rosada,Eviscerado con gónada
Pacífico,Peces,PezOseo,Hyporthodus acanthistius,Cherna rosada,Eviscerado enhielado
Pacífico,Peces,PezOseo,Hyporthodus acanthistius,Cherna rosada,Eviscerado fresco
Pacífico,Peces,PezOseo,Hyporthodus acanthistius,Cherna rosada,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Hyporthodus niphobles,Morico verde,Entero
Pacífico,Peces,PezOseo,Hyporthodus niphobles,Morico verde,Entero enhielado
Pacífico,Peces,PezOseo,Hyporthodus niphobles,Morico verde,Entero fresco
Pacífico,Peces,PezOseo,Hyporthodus niphobles,Morico verde,Eviscerado
Pacífico,Peces,PezOseo,Hyporthodus niphobles,Morico verde,Eviscerado enhielado
Pacífico,Peces,PezOseo,Hyporthodus niphobles,Morico verde,Eviscerado fresco
Pacífico,Peces,PezOseo,Hyporthodus niphobles,Morico verde,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Isopisthus remifer,Pelada nocrio,Entero
Pacífico,Peces,PezOseo,Isopisthus remifer,Pelada nocrio,Entero enhielado
Pacífico,Peces,PezOseo,Isopisthus remifer,Pelada nocrio,Entero fresco
Pacífico,Peces,PezOseo,Istiophorus platypterus,Pez vela del Atlantico y del Pacifico,Descabezado
Pacífico,Peces,PezOseo,Istiophorus platypterus,Pez vela del Atlantico y del Pacifico,Entero
Pacífico,Peces,PezOseo,Istiophorus platypterus,Pez vela del Atlantico y del Pacifico,Entero fresco
Pacífico,Peces,PezOseo,Istiophorus platypterus,Pez vela del Atlantico y del Pacifico,Eviscerado
Pacífico,Peces,PezOseo,Istiophorus platypterus,Pez vela del Atlantico y del Pacifico,Eviscerado fresco
Pacífico,Peces,PezOseo,Istiophorus platypterus,Pez vela del Atlantico y del Pacifico,Tronco
Pacífico,Peces,PezOseo,Istiophorus platypterus,Pez vela del Atlantico y del Pacifico,Trozos
Pacífico,Peces,PezOseo,Katsuwonus pelamis,Atún barrilete,Entero
Pacífico,Peces,PezOseo,Katsuwonus pelamis,Atún barrilete,Entero fresco
Pacífico,Peces,PezOseo,Kyphosus elegans,Chopa barrilete,Entero
Pacífico,Peces,PezOseo,Kyphosus elegans,Chopa barrilete,Entero enhielado
Pacífico,Peces,PezOseo,Kyphosus elegans,Chopa barrilete,Eviscerado
Pacífico,Peces,PezOseo,Kyphosus elegans,Chopa barrilete,Eviscerado enhielado
Pacífico,Peces,PezOseo,Kyphosus ocyurus,Bonito,Entero
Pacífico,Peces,PezOseo,Kyphosus ocyurus,Bonito,Entero enhielado
Pacífico,Peces,PezOseo,Kyphosus ocyurus,Bonito,Entero fresco
Pacífico,Peces,PezOseo,Kyphosus ocyurus,Bonito,Eviscerado
Pacífico,Peces,PezOseo,Kyphosus ocyurus,Bonito,Eviscerado enhielado
Pacífico,Peces,PezOseo,Kyphosus ocyurus,Bonito,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Larimus acclivis,Cajero,Entero
Pacífico,Peces,PezOseo,Larimus acclivis,Cajero,Entero enhielado
Pacífico,Peces,PezOseo,Larimus acclivis,Cajero,Entero fresco
Pacífico,Peces,PezOseo,Larimus acclivis,Cajero,Eviscerado
Pacífico,Peces,PezOseo,Larimus acclivis,Cajero,Eviscerado enhielado
Pacífico,Peces,PezOseo,Larimus acclivis,Cajero,Salpreso
Pacífico,Peces,PezOseo,Larimus argenteus,Cajero,Entero
Pacífico,Peces,PezOseo,Larimus argenteus,Cajero,Entero congelado
Pacífico,Peces,PezOseo,Larimus argenteus,Cajero,Entero enhielado
Pacífico,Peces,PezOseo,Larimus argenteus,Cajero,Entero fresco
Pacífico,Peces,PezOseo,Larimus argenteus,Cajero,Eviscerado
Pacífico,Peces,PezOseo,Larimus argenteus,Cajero,Eviscerado enhielado
Pacífico,Peces,PezOseo,Larimus argenteus,Cajero,Eviscerado fresco
Pacífico,Peces,PezOseo,Larimus effulgens,Cajero,Entero
Pacífico,Peces,PezOseo,Larimus effulgens,Cajero,Entero fresco
Pacífico,Peces,PezOseo,Larimus effulgens,Cajero,Eviscerado
Pacífico,Peces,PezOseo,Larimus spp.,Cajero,Entero
Pacífico,Peces,PezOseo,Larimus spp.,Cajero,Entero enhielado
Pacífico,Peces,PezOseo,Larimus spp.,Cajero,Entero fresco
Pacífico,Peces,PezOseo,Larimus spp.,Cajero,Eviscerado
Pacífico,Peces,PezOseo,Larimus spp.,Cajero,Eviscerado enhielado
Pacífico,Peces,PezOseo,Larimus spp.,Cajero,Eviscerado fresco
Pacífico,Peces,PezOseo,Larimus spp.,Cajero,Seco salado
Pacífico,Moluscos,Bivalvo,Larkinia grandis,Sangara,Carne
Pacífico,Moluscos,Bivalvo,Larkinia grandis,Sangara,Entero fresco
Pacífico,Peces,PezOseo,Lepophidium negropinna,Perla,Entero enhielado
Pacífico,Peces,PezOseo,Lepophidium negropinna,Perla,Entero fresco
Pacífico,Peces,PezOseo,Lepophidium spp.,Perla,Descabezado
Pacífico,Peces,PezOseo,Lobotes pacifica,Berrugate,Entero
Pacífico,Peces,PezOseo,Lobotes pacifica,Berrugate,Entero enhielado
Pacífico,Peces,PezOseo,Lobotes pacifica,Berrugate,Entero fresco
Pacífico,Peces,PezOseo,Lobotes pacifica,Berrugate,Eviscerado
Pacífico,Peces,PezOseo,Lobotes pacifica,Berrugate,Eviscerado enhielado
Pacífico,Peces,PezOseo,Lobotes pacifica,Berrugate,Eviscerado fresco
Pacífico,Peces,PezOseo,Lobotes pacifica,Berrugate,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Lobotes pacifica,Berrugate,Seco salado
Pacífico,Moluscos,Pulpos/Calamares,Lolliguncula diomedeae,Calamar,Entero
Pacífico,Moluscos,Pulpos/Calamares,Lolliguncula diomedeae,Calamar,Entero enhielado
Pacífico,Moluscos,Pulpos/Calamares,Lolliguncula diomedeae,Calamar,Entero fresco
Pacífico,Moluscos,Pulpos/Calamares,Lolliguncula diomedeae,Calamar,Tubos
Pacífico,Peces,PezOseo,Lutjanus aratus,Pargo jilguero,Entero
Pacífico,Peces,PezOseo,Lutjanus aratus,Pargo jilguero,Eviscerado
Pacífico,Peces,PezOseo,Lutjanus aratus,Pargo jilguero,Eviscerado enhielado
Pacífico,Peces,PezOseo,Lutjanus aratus,Pargo jilguero,Eviscerado fresco
Pacífico,Peces,PezOseo,Lutjanus argentiventris,Pargo coliamarillo,Entero
Pacífico,Peces,PezOseo,Lutjanus argentiventris,Pargo coliamarillo,Entero enhielado
Pacífico,Peces,PezOseo,Lutjanus argentiventris,Pargo coliamarillo,Entero fresco
Pacífico,Peces,PezOseo,Lutjanus argentiventris,Pargo coliamarillo,Eviscerado
Pacífico,Peces,PezOseo,Lutjanus argentiventris,Pargo coliamarillo,Eviscerado enhielado
Pacífico,Peces,PezOseo,Lutjanus argentiventris,Pargo coliamarillo,Eviscerado fresco
Pacífico,Peces,PezOseo,Lutjanus argentiventris,Pargo coliamarillo,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Lutjanus argentiventris,Pargo coliamarillo,Salpreso
Pacífico,Peces,PezOseo,Lutjanus colorado,Pargo vija,Entero
Pacífico,Peces,PezOseo,Lutjanus colorado,Pargo vija,Entero fresco
Pacífico,Peces,PezOseo,Lutjanus colorado,Pargo vija,Eviscerado
Pacífico,Peces,PezOseo,Lutjanus colorado,Pargo vija,Eviscerado enhielado
Pacífico,Peces,PezOseo,Lutjanus colorado,Pargo vija,Eviscerado fresco
Pacífico,Peces,PezOseo,Lutjanus guttatus,Pargo lunarejo,Entero
Pacífico,Peces,PezOseo,Lutjanus guttatus,Pargo lunarejo,Entero enhielado
Pacífico,Peces,PezOseo,Lutjanus guttatus,Pargo lunarejo,Entero fresco
Pacífico,Peces,PezOseo,Lutjanus guttatus,Pargo lunarejo,Eviscerado
Pacífico,Peces,PezOseo,Lutjanus guttatus,Pargo lunarejo,Eviscerado con gónada
Pacífico,Peces,PezOseo,Lutjanus guttatus,Pargo lunarejo,Eviscerado enhielado
Pacífico,Peces,PezOseo,Lutjanus guttatus,Pargo lunarejo,Eviscerado fresco
Pacífico,Peces,PezOseo,Lutjanus guttatus,Pargo lunarejo,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Lutjanus jordani,Pargo jilguero,Entero
Pacífico,Peces,PezOseo,Lutjanus jordani,Pargo jilguero,Entero enhielado
Pacífico,Peces,PezOseo,Lutjanus jordani,Pargo jilguero,Entero fresco
Pacífico,Peces,PezOseo,Lutjanus jordani,Pargo jilguero,Eviscerado
Pacífico,Peces,PezOseo,Lutjanus jordani,Pargo jilguero,Eviscerado enhielado
Pacífico,Peces,PezOseo,Lutjanus jordani,Pargo jilguero,Eviscerado fresco
Pacífico,Peces,PezOseo,Lutjanus jordani,Pargo jilguero,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Lutjanus novemfasciatus,Pargo muelón,Entero
