Cuenca o Litoral,Grupo de especie,Formato,Especie,Nombre más común de la especie,Categoría comercial
Pacífico,Peces,PezOseo,Haemulopsis leuciscus,Roncador,Ranfaña
Pacífico,Peces,PezOseo,Haemulopsis leuciscus,Roncador,Revuelto
Pacífico,Peces,PezOseo,Haemulopsis leuciscus,Roncador,Varios tamaños
Pacífico,Peces,PezOseo,Haemulopsis nitidus,Roncador,Grande
Pacífico,Peces,PezOseo,Haemulopsis nitidus,Roncador,Pequeño
Pacífico,Peces,PezOseo,Haemulopsis nitidus,Roncador,Ranfaña
Pacífico,Peces,PezOseo,Haemulopsis nitidus,Roncador,Revuelto
Pacífico,Peces,PezOseo,Hemanthias peruanus,Pargo nylon amarillo,Pequeño
Pacífico,Peces,PezOseo,Hemanthias peruanus,Pargo nylon amarillo,Revuelto
Pacífico,Peces,PezOseo,Hemanthias signifer,Pargo nylon,Grande
Pacífico,Peces,PezOseo,Hemanthias signifer,Pargo nylon,Mediano
Pacífico,Peces,PezOseo,Hemicaranx zelotes,Comegargajo,Revuelto
Pacífico,Peces,PezOseo,Hemiramphus saltator,Aguja,Grande
Pacífico,Peces,PezOseo,Hemiramphus saltator,Aguja,Mediano
Pacífico,Peces,PezOseo,Hemiramphus saltator,Aguja,Pequeño
Pacífico,Peces,PezOseo,Hemiramphus saltator,Aguja,Revuelto
Pacífico,Peces,PezOseo,Hemiramphus saltator,Aguja,Varios tamaños
Pacífico,Peces,PezOseo,Hoplopagrus guentherii,Pargo roquero,Extragrande
Pacífico,Peces,PezOseo,Hoplopagrus guentherii,Pargo roquero,Grande
Pacífico,Peces,PezOseo,Hoplopagrus guentherii,Pargo roquero,Mediano
Pacífico,Peces,PezOseo,Hoplopagrus guentherii,Pargo roquero,Pequeño
Pacífico,Peces,PezOseo,Hoplopagrus guentherii,Pargo roquero,Revuelto
Pacífico,Peces,PezOseo,Hoplopagrus guentherii,Pargo roquero,Varios tamaños
Pacífico,Peces,PezOseo,Hyporhamphus spp.,Agujeta blanca,Varios tamaños
Pacífico,Peces,PezOseo,Hyporthodus acanthistius,Cherna rosada,Extragrande
Pacífico,Peces,PezOseo,Hyporthodus acanthistius,Cherna rosada,Grande
Pacífico,Peces,PezOseo,Hyporthodus acanthistius,Cherna rosada,Mediano
Pacífico,Peces,PezOseo,Hyporthodus acanthistius,Cherna rosada,Pequeño
Pacífico,Peces,PezOseo,Hyporthodus acanthistius,Cherna rosada,Ranfaña
Pacífico,Peces,PezOseo,Hyporthodus acanthistius,Cherna rosada,Revuelto
Pacífico,Peces,PezOseo,Hyporthodus acanthistius,Cherna rosada,Varios tamaños
Pacífico,Peces,PezOseo,Hyporthodus niphobles,Morico verde,Grande
Pacífico,Peces,PezOseo,Hyporthodus niphobles,Morico verde,Mediano
Pacífico,Peces,PezOseo,Hyporthodus niphobles,Morico verde,Pequeño
Pacífico,Peces,PezOseo,Hyporthodus niphobles,Morico verde,Revuelto
Pacífico,Peces,PezOseo,Isopisthus remifer,Pelada nocrio,Grande
Pacífico,Peces,PezOseo,Isopisthus remifer,Pelada nocrio,Mediano
Pacífico,Peces,PezOseo,Isopisthus remifer,Pelada nocrio,Pequeño
Pacífico,Peces,PezOseo,Isopisthus remifer,Pelada nocrio,Pescado menudo
Pacífico,Peces,PezOseo,Isopisthus remifer,Pelada nocrio,Revuelto
Pacífico,Peces,PezOseo,Istiophorus platypterus,Pez vela del Atlantico y del Pacifico,Grande
Pacífico,Peces,PezOseo,Istiophorus platypterus,Pez vela del Atlantico y del Pacifico,Mediano
Pacífico,Peces,PezOseo,Istiophorus platypterus,Pez vela del Atlantico y del Pacifico,Revuelto
Pacífico,Peces,PezOseo,Katsuwonus pelamis,Atún barrilete,Extragrande
Pacífico,Peces,PezOseo,Katsuwonus pelamis,Atún barrilete,Grande
Pacífico,Peces,PezOseo,Katsuwonus pelamis,Atún barrilete,Revuelto
Pacífico,Peces,PezOseo,Kyphosus elegans,Chopa barrilete,Grande
Pacífico,Peces,PezOseo,Kyphosus elegans,Chopa barrilete,Mediano
Pacífico,Peces,PezOseo,Kyphosus elegans,Chopa barrilete,Pequeño
Pacífico,Peces,PezOseo,Kyphosus elegans,Chopa barrilete,Revuelto
Pacífico,Peces,PezOseo,Kyphosus elegans,Chopa barrilete,Varios tamaños
Pacífico,Peces,PezOseo,Kyphosus ocyurus,Bonito,Grande
Pacífico,Peces,PezOseo,Kyphosus ocyurus,Bonito,Mediano
Pacífico,Peces,PezOseo,Kyphosus ocyurus,Bonito,Pequeño
Pacífico,Peces,PezOseo,Kyphosus ocyurus,Bonito,Revuelto
Pacífico,Peces,PezOseo,Larimus acclivis,Cajero,Grande
Pacífico,Peces,PezOseo,Larimus acclivis,Cajero,Mediano
Pacífico,Peces,PezOseo,Larimus acclivis,Cajero,Pequeño
Pacífico,Peces,PezOseo,Larimus acclivis,Cajero,Pescado menudo
Pacífico,Peces,PezOseo,Larimus acclivis,Cajero,Ranfaña
Pacífico,Peces,PezOseo,Larimus acclivis,Cajero,Revuelto
Pacífico,Peces,PezOseo,Larimus argenteus,Cajero,Grande
Pacífico,Peces,PezOseo,Larimus argenteus,Cajero,Mediano
Pacífico,Peces,PezOseo,Larimus argenteus,Cajero,Pequeño
Pacífico,Peces,PezOseo,Larimus argenteus,Cajero,Revuelto
Pacífico,Peces,PezOseo,Larimus argenteus,Cajero,Varios tamaños
Pacífico,Peces,PezOseo,Larimus effulgens,Cajero,Grande
Pacífico,Peces,PezOseo,Larimus effulgens,Cajero,Mediano
Pacífico,Peces,PezOseo,Larimus effulgens,Cajero,Pequeño
Pacífico,Peces,PezOseo,Larimus effulgens,Cajero,Pescado menudo
Pacífico,Peces,PezOseo,Larimus effulgens,Cajero,Ranfaña
Pacífico,Peces,PezOseo,Larimus effulgens,Cajero,Revuelto
Pacífico,Peces,PezOseo,Larimus spp.,Cajero,Grande
Pacífico,Peces,PezOseo,Larimus spp.,Cajero,Mediano
Pacífico,Peces,PezOseo,Larimus spp.,Cajero,Pequeño
Pacífico,Peces,PezOseo,Larimus spp.,Cajero,Pescado menudo
Pacífico,Peces,PezOseo,Larimus spp.,Cajero,Ranfaña
Pacífico,Peces,PezOseo,Larimus spp.,Cajero,Revuelto
Pacífico,Peces,PezOseo,Larimus spp.,Cajero,Varios tamaños
Pacífico,Moluscos,Bivalvo,Larkinia grandis,Sangara,Grande
Pacífico,Moluscos,Bivalvo,Larkinia grandis,Sangara,Revuelto
Pacífico,Peces,PezOseo,Lepophidium negropinna,Perla,Grande
Pacífico,Peces,PezOseo,Lepophidium negropinna,Perla,Pequeño
Pacífico,Peces,PezOseo,Lepophidium negropinna,Perla,Revuelto
Pacífico,Peces,PezOseo,Lepophidium spp.,Perla,Pequeño
Pacífico,Peces,PezOseo,Lobotes pacifica,Berrugate,Extragrande
Pacífico,Peces,PezOseo,Lobotes pacifica,Berrugate,Grande
Pacífico,Peces,PezOseo,Lobotes pacifica,Berrugate,Mediano
Pacífico,Peces,PezOseo,Lobotes pacifica,Berrugate,Pequeño
Pacífico,Peces,PezOseo,Lobotes pacifica,Berrugate,Ranfaña
Pacífico,Peces,PezOseo,Lobotes pacifica,Berrugate,Revuelto
Pacífico,Peces,PezOseo,Lobotes pacifica,Berrugate,Varios tamaños
Pacífico,Moluscos,Pulpos/Calamares,Lolliguncula diomedeae,Calamar,Grande
Pacífico,Moluscos,Pulpos/Calamares,Lolliguncula diomedeae,Calamar,Mediano
Pacífico,Moluscos,Pulpos/Calamares,Lolliguncula diomedeae,Calamar,Pequeño
Pacífico,Moluscos,Pulpos/Calamares,Lolliguncula diomedeae,Calamar,Revuelto
Pacífico,Moluscos,Pulpos/Calamares,Lolliguncula diomedeae,Calamar,Varios tamaños
Pacífico,Peces,PezOseo,Lutjanus aratus,Pargo jilguero,Grande
Pacífico,Peces,PezOseo,Lutjanus aratus,Pargo jilguero,Mediano
Pacífico,Peces,PezOseo,Lutjanus aratus,Pargo jilguero,Pequeño
Pacífico,Peces,PezOseo,Lutjanus aratus,Pargo jilguero,Revuelto
Pacífico,Peces,PezOseo,Lutjanus aratus,Pargo jilguero,Varios tamaños
Pacífico,Peces,PezOseo,Lutjanus argentiventris,Pargo coliamarillo,Extragrande
Pacífico,Peces,PezOseo,Lutjanus argentiventris,Pargo coliamarillo,Grande
Pacífico,Peces,PezOseo,Lutjanus argentiventris,Pargo coliamarillo,Mediano
Pacífico,Peces,PezOseo,Lutjanus argentiventris,Pargo coliamarillo,Pequeño
Pacífico,Peces,PezOseo,Lutjanus argentiventris,Pargo coliamarillo,Pescado especial
Pacífico,Peces,PezOseo,Lutjanus argentiventris,Pargo coliamarillo,Pescado menudo
Pacífico,Peces,PezOseo,Lutjanus argentiventris,Pargo coliamarillo,Platero (para pargos)
Pacífico,Peces,PezOseo,Lutjanus argentiventris,Pargo coliamarillo,Revuelto
Pacífico,Peces,PezOseo,Lutjanus argentiventris,Pargo coliamarillo,Varios tamaños
Pacífico,Peces,PezOseo,Lutjanus colorado,Pargo vija,Grande
Pacífico,Peces,PezOseo,Lutjanus colorado,Pargo vija,Mediano
Pacífico,Peces,PezOseo,Lutjanus colorado,Pargo vija,Pequeño
Pacífico,Peces,PezOseo,Lutjanus colorado,Pargo vija,Pescado especial
Pacífico,Peces,PezOseo,Lutjanus colorado,Pargo vija,Platero (para pargos)
Pacífico,Peces,PezOseo,Lutjanus colorado,Pargo vija,Revuelto
Pacífico,Peces,PezOseo,Lutjanus colorado,Pargo vija,Varios tamaños
Pacífico,Peces,PezOseo,Lutjanus guttatus,Pargo lunarejo,Extragrande
Pacífico,Peces,PezOseo,Lutjanus guttatus,Pargo lunarejo,Grande
Pacífico,Peces,PezOseo,Lutjanus guttatus,Pargo lunarejo,Mediano
Pacífico,Peces,PezOseo,Lutjanus guttatus,Pargo lunarejo,Pequeño
Pacífico,Peces,PezOseo,Lutjanus guttatus,Pargo lunarejo,Pescado especial
Pacífico,Peces,PezOseo,Lutjanus guttatus,Pargo lunarejo,Pescado menudo
Pacífico,Peces,PezOseo,Lutjanus guttatus,Pargo lunarejo,Platero (para pargos)
Pacífico,Peces,PezOseo,Lutjanus guttatus,Pargo lunarejo,Ranfaña
Pacífico,Peces,PezOseo,Lutjanus guttatus,Pargo lunarejo,Revuelto
Pacífico,Peces,PezOseo,Lutjanus guttatus,Pargo lunarejo,Varios tamaños
Pacífico,Peces,PezOseo,Lutjanus jordani,Pargo jilguero,Grande
Pacífico,Peces,PezOseo,Lutjanus jordani,Pargo jilguero,Mediano
Pacífico,Peces,PezOseo,Lutjanus jordani,Pargo jilguero,Pequeño
Pacífico,Peces,PezOseo,Lutjanus jordani,Pargo jilguero,Platero (para pargos)
Pacífico,Peces,PezOseo,Lutjanus jordani,Pargo jilguero,Revuelto
Pacífico,Peces,PezOseo,Lutjanus jordani,Pargo jilguero,Varios tamaños
Pacífico,Peces,PezOseo,Lutjanus novemfasciatus,Pargo muelón,Grande
Pacífico,Peces,PezOseo,Lutjanus novemfasciatus,Pargo muelón,Mediano
Pacífico,Peces,PezOseo,Lutjanus novemfasciatus,Pargo muelón,Pequeño
Pacífico,Peces,PezOseo,Lutjanus novemfasciatus,Pargo muelón,Revuelto
Pacífico,Peces,PezOseo,Lutjanus novemfasciatus,Pargo muelón,Varios tamaños
Pacífico,Peces,PezOseo,Lutjanus peru,Pargo rojo,Extragrande
Pacífico,Peces,PezOseo,Lutjanus peru,Pargo rojo,Grande
Pacífico,Peces,PezOseo,Lutjanus peru,Pargo rojo,Mediano
Pacífico,Peces,PezOseo,Lutjanus peru,Pargo rojo,Pequeño
Pacífico,Peces,PezOseo,Lutjanus peru,Pargo rojo,Pescado especial
Pacífico,Peces,PezOseo,Lutjanus peru,Pargo rojo,Pescado menudo
Pacífico,Peces,PezOseo,Lutjanus peru,Pargo rojo,Platero (para pargos)
Pacífico,Peces,PezOseo,Lutjanus peru,Pargo rojo,Ranfaña
Pacífico,Peces,PezOseo,Lutjanus peru,Pargo rojo,Revuelto
Pacífico,Peces,PezOseo,Lutjanus peru,Pargo rojo,Varios tamaños
Pacífico,Peces,PezOseo,Lutjanus spp.,Pargos,Revuelto
Pacífico,Peces,PezOseo,Lutjanus spp.,Pargos,Varios tamaños
Pacífico,Peces,PezOseo,Macrodon mordax,Pelada amarilladentona cagona,Grande
Pacífico,Peces,PezOseo,Macrodon mordax,Pelada amarilladentona cagona,Mediano
Pacífico,Peces,PezOseo,Macrodon mordax,Pelada amarilladentona cagona,Pequeño
Pacífico,Peces,PezOseo,Macrodon mordax,Pelada amarilladentona cagona,Pescado especial
Pacífico,Peces,PezOseo,Macrodon mordax,Pelada amarilladentona cagona,Pescado menudo
Pacífico,Peces,PezOseo,Macrodon mordax,Pelada amarilladentona cagona,Revuelto
Pacífico,Peces,PezOseo,Macrodon mordax,Pelada amarilladentona cagona,Varios tamaños
Pacífico,Peces,PezOseo,Makaira spp.,Marlin blanco,Grande
Pacífico,Peces,PezOseo,Megalops atlanticus,Sábalo,Grande
Pacífico,Peces,PezOseo,Megalops atlanticus,Sábalo,Ranfaña
Pacífico,Peces,PezOseo,Megalops atlanticus,Sábalo,Varios tamaños
Pacífico,Moluscos,Caracol,Melongena patula,Caracol pateburro,Grande
Pacífico,Moluscos,Caracol,Melongena patula,Caracol pateburro,Mediano
Pacífico,Moluscos,Caracol,Melongena patula,Caracol pateburro,Pequeño
Pacífico,Moluscos,Caracol,Melongena patula,Caracol pateburro,Revuelto
Pacífico,Moluscos,Caracol,Melongena patula,Caracol pateburro,Varios tamaños
Pacífico,Peces,PezOseo,Menticirrhus nasus,Botellona,Extragrande
Pacífico,Peces,PezOseo,Menticirrhus nasus,Botellona,Grande
Pacífico,Peces,PezOseo,Menticirrhus nasus,Botellona,Mediano
Pacífico,Peces,PezOseo,Menticirrhus nasus,Botellona,Pequeño
Pacífico,Peces,PezOseo,Menticirrhus nasus,Botellona,Pescado menudo
Pacífico,Peces,PezOseo,Menticirrhus nasus,Botellona,Revuelto
Pacífico,Peces,PezOseo,Menticirrhus nasus,Botellona,Varios tamaños
Pacífico,Peces,PezOseo,Menticirrhus panamensis,Botellona,Grande
Pacífico,Peces,PezOseo,Menticirrhus panamensis,Botellona,Mediano
Pacífico,Peces,PezOseo,Menticirrhus panamensis,Botellona,Pequeño
Pacífico,Peces,PezOseo,Menticirrhus panamensis,Botellona,Ranfaña
Pacífico,Peces,PezOseo,Menticirrhus panamensis,Botellona,Revuelto
Pacífico,Peces,PezOseo,Menticirrhus spp.,Coroncoros,Grande
Pacífico,Peces,PezOseo,Menticirrhus spp.,Coroncoros,Mediano
Pacífico,Peces,PezOseo,Menticirrhus spp.,Coroncoros,Pequeño
Pacífico,Peces,PezOseo,Menticirrhus spp.,Coroncoros,Ranfaña
Pacífico,Peces,PezOseo,Menticirrhus spp.,Coroncoros,Revuelto
Pacífico,Peces,PezOseo,Menticirrhus spp.,Coroncoros,Varios tamaños
Pacífico,Peces,PezOseo,Microspathodon bairdii,Tilapia de mar,Mediano
Pacífico,Peces,PezOseo,Mugil cephalus,Lisa rayada,Grande
Pacífico,Peces,PezOseo,Mugil cephalus,Lisa rayada,Mediano
Pacífico,Peces,PezOseo,Mugil cephalus,Lisa rayada,Pequeño
Pacífico,Peces,PezOseo,Mugil cephalus,Lisa rayada,Ranfaña
Pacífico,Peces,PezOseo,Mugil cephalus,Lisa rayada,Revuelto
Pacífico,Peces,PezOseo,Mugil cephalus,Lisa rayada,Varios tamaños
Pacífico,Peces,PezOseo,Mycteroperca xenarcha,Chame,Grande
Pacífico,Peces,PezOseo,Mycteroperca xenarcha,Chame,Varios tamaños
Pacífico,Moluscos,Caracol,Natica unifasciata,Bulgado,Grande
Pacífico,Moluscos,Caracol,Natica unifasciata,Bulgado,Pequeño
Pacífico,Moluscos,Caracol,Natica unifasciata,Bulgado,Revuelto
Pacífico,Moluscos,Caracol,Natica unifasciata,Bulgado,Varios tamaños
Pacífico,Peces,PezOseo,Nebris occidentalis,Bocon,Grande
Pacífico,Peces,PezOseo,Nebris occidentalis,Bocon,Mediano
Pacífico,Peces,PezOseo,Nebris occidentalis,Bocon,Pequeño
Pacífico,Peces,PezOseo,Nebris occidentalis,Bocon,Revuelto
Pacífico,Peces,PezOseo,Nebris occidentalis,Bocon,Varios tamaños
Pacífico,Peces,PezOseo,Nematistius pectoralis,Pejegallo,Varios tamaños
Pacífico,Peces,PezOseo,Notarius spp.,Ñato,Grande
Pacífico,Peces,PezOseo,Notarius spp.,Ñato,Pequeño
Pacífico,Peces,PezOseo,Notarius spp.,Ñato,Ranfaña
Pacífico,Peces,PezOseo,Notarius spp.,Ñato,Revuelto
Pacífico,Peces,PezOseo,Notarius spp.,Ñato,Varios tamaños
Pacífico,Peces,PezOseo,Notarius troschelii,Ñato,Extragrande
Pacífico,Peces,PezOseo,Notarius troschelii,Ñato,Grande
Pacífico,Peces,PezOseo,Notarius troschelii,Ñato,Mediano
Pacífico,Peces,PezOseo,Notarius troschelii,Ñato,Pequeño
Pacífico,Peces,PezOseo,Notarius troschelii,Ñato,Pescado grueso
Pacífico,Peces,PezOseo,Notarius troschelii,Ñato,Pescado menudo
Pacífico,Peces,PezOseo,Notarius troschelii,Ñato,Ranfaña
Pacífico,Peces,PezOseo,Notarius troschelii,Ñato,Revuelto
Pacífico,Peces,PezOseo,Notarius troschelii,Ñato,Varios tamaños
Pacífico,Peces,PezOseo,Oligoplites altus,Rascapalo amarillo,Grande
Pacífico,Peces,PezOseo,Oligoplites altus,Rascapalo amarillo,Mediano
Pacífico,Peces,PezOseo,Oligoplites altus,Rascapalo amarillo,Pequeño
Pacífico,Peces,PezOseo,Oligoplites altus,Rascapalo amarillo,Revuelto
Pacífico,Peces,PezOseo,Oligoplites refulgens,Chachajo,Mediano
Pacífico,Peces,PezOseo,Oligoplites refulgens,Chachajo,Pequeño
Pacífico,Peces,PezOseo,Oligoplites refulgens,Chachajo,Revuelto
Pacífico,Peces,PezOseo,Oligoplites saurus inornatus,Rascapalo,Grande
Pacífico,Peces,PezOseo,Oligoplites saurus inornatus,Rascapalo,Mediano
Pacífico,Peces,PezOseo,Oligoplites saurus inornatus,Rascapalo,Pequeño
Pacífico,Peces,PezOseo,Oligoplites saurus inornatus,Rascapalo,Pescado especial
Pacífico,Peces,PezOseo,Oligoplites saurus inornatus,Rascapalo,Pescado menudo
Pacífico,Peces,PezOseo,Oligoplites saurus inornatus,Rascapalo,Revuelto
Pacífico,Peces,PezOseo,Oligoplites saurus inornatus,Rascapalo,Varios tamaños
Pacífico,Peces,PezOseo,Oligoplites spp.,Rascapalo,Grande
Pacífico,Peces,PezOseo,Oligoplites spp.,Rascapalo,Mediano
Pacífico,Peces,PezOseo,Oligoplites spp.,Rascapalo,Pequeño
Pacífico,Peces,PezOseo,Oligoplites spp.,Rascapalo,Revuelto
Pacífico,Peces,PezOseo,Oligoplites spp.,Rascapalo,Varios tamaños
Pacífico,Peces,PezOseo,Opisthonema medirastre,Plumuda,Grande
Pacífico,Peces,PezOseo,Opisthonema medirastre,Plumuda,Mediano
Pacífico,Peces,PezOseo,Opisthonema medirastre,Plumuda,Pequeño
Pacífico,Peces,PezOseo,Opisthonema spp.,Plumuda,Grande
Pacífico,Peces,PezOseo,Opisthonema spp.,Plumuda,Pequeño
Pacífico,Peces,PezOseo,Opisthonema spp.,Plumuda,Revuelto
Pacífico,Peces,PezOseo,Orthopristis chalcea,Veranera rayada,Grande
Pacífico,Peces,PezOseo,Orthopristis chalcea,Veranera rayada,Pequeño
Pacífico,Peces,PezOseo,Otros grueso,Otros,Grande
Pacífico,Peces,PezOseo,Otros grueso,Otros,Pescado especial
Pacífico,Peces,PezOseo,Otros grueso,Otros,Pescado grueso
Pacífico,Peces,PezOseo,Otros grueso,Otros,Ranfaña
Pacífico,Peces,PezOseo,Otros grueso,Otros,Revuelto
Pacífico,Peces,PezOseo,Otros menudo,Otros menudo,Grande
Pacífico,Peces,PezOseo,Otros menudo,Otros menudo,Mediano
Pacífico,Peces,PezOseo,Otros menudo,Otros menudo,Pequeño
Pacífico,Peces,PezOseo,Otros menudo,Otros menudo,Pescado especial
Pacífico,Peces,PezOseo,Otros menudo,Otros menudo,Pescado menudo
Pacífico,Peces,PezOseo,Otros menudo,Otros menudo,Revuelto
Pacífico,Peces,PezOseo,Otros menudo,Otros menudo,Varios tamaños
Pacífico,Peces,PezOseo,Otros pescadilla,Otros pescadilla,Grande
Pacífico,Peces,PezOseo,Otros pescadilla,Otros pescadilla,Mediano
Pacífico,Peces,PezOseo,Otros pescadilla,Otros pescadilla,Pequeño
Pacífico,Peces,PezOseo,Otros pescadilla,Otros pescadilla,Pescado especial
Pacífico,Peces,PezOseo,Otros pescadilla,Otros pescadilla,Pescado grueso
Pacífico,Peces,PezOseo,Otros pescadilla,Otros pescadilla,Pescado menudo
Pacífico,Peces,PezOseo,Otros pescadilla,Otros pescadilla,Ranfaña
Pacífico,Peces,PezOseo,Otros pescadilla,Otros pescadilla,Revuelto
Pacífico,Peces,PezOseo,Otros pescadilla,Otros pescadilla,Varios tamaños
Pacífico,Crustáceos,Langosta,Panulirus gracilis,Langosta pacifico,Grande
Pacífico,Crustáceos,Langosta,Panulirus gracilis,Langosta pacifico,Pequeño
Pacífico,Crustáceos,Langosta,Panulirus gracilis,Langosta pacifico,Revuelto
Pacífico,Crustáceos,Langosta,Panulirus gracilis,Langosta pacifico,Varios tamaños
Pacífico,Peces,PezOseo,Paralonchurus dumerilii,Siete presas,Grande
Pacífico,Peces,PezOseo,Paralonchurus dumerilii,Siete presas,Mediano
Pacífico,Peces,PezOseo,Paralonchurus dumerilii,Siete presas,Pequeño
Pacífico,Peces,PezOseo,Paralonchurus dumerilii,Siete presas,Pescado menudo
Pacífico,Peces,PezOseo,Paralonchurus dumerilii,Siete presas,Ranfaña
Pacífico,Peces,PezOseo,Paralonchurus dumerilii,Siete presas,Revuelto
Pacífico,Peces,PezOseo,Paralonchurus dumerilii,Siete presas,Varios tamaños
Pacífico,Peces,PezOseo,Parapsettus panamensis,Palma,Grande
Pacífico,Peces,PezOseo,Parapsettus panamensis,Palma,Mediano
Pacífico,Peces,PezOseo,Parapsettus panamensis,Palma,Pequeño
Pacífico,Peces,PezOseo,Parapsettus panamensis,Palma,Pescado menudo
Pacífico,Peces,PezOseo,Parapsettus panamensis,Palma,Revuelto
Pacífico,Peces,PezOseo,Parapsettus panamensis,Palma,Varios tamaños
Pacífico,Peces,PezOseo,Paraselene orstedii,Espejuelo redondo,Revuelto
Pacífico,Crustáceos,Camaron,Penaeus californiensis,Camarón café,Grande
Pacífico,Crustáceos,Camaron,Penaeus occidentalis,Camarón blanco,Grande
Pacífico,Crustáceos,Camaron,Penaeus occidentalis,Camarón blanco,Langostino
Pacífico,Crustáceos,Camaron,Penaeus occidentalis,Camarón blanco,Mediano
Pacífico,Crustáceos,Camaron,Penaeus occidentalis,Camarón blanco,Pequeño
Pacífico,Crustáceos,Camaron,Penaeus occidentalis,Camarón blanco,Revuelto
Pacífico,Crustáceos,Camaron,Penaeus occidentalis,Camarón blanco,Varios tamaños
Pacífico,Peces,PezOseo,Peprilus medius,Manteco,Grande
Pacífico,Peces,PezOseo,Peprilus medius,Manteco,Mediano
Pacífico,Peces,PezOseo,Peprilus medius,Manteco,Pequeño
Pacífico,Peces,PezOseo,Peprilus snyderi,Manteco,Pequeño
Pacífico,Peces,PezOseo,Peprilus spp.,Manteco,Grande
Pacífico,Peces,PezOseo,Peprilus spp.,Manteco,Mediano
Pacífico,Peces,PezOseo,Peprilus spp.,Manteco,Pequeño
Pacífico,Peces,PezOseo,Peprilus spp.,Manteco,Pescado especial
Pacífico,Peces,PezOseo,Peprilus spp.,Manteco,Pescado menudo
Pacífico,Peces,PezOseo,Peprilus spp.,Manteco,Ranfaña
Pacífico,Peces,PezOseo,Peprilus spp.,Manteco,Revuelto
Pacífico,Peces,PezOseo,Peprilus spp.,Manteco,Varios tamaños
Pacífico,Moluscos,Bivalvo,Perna viridis,Cholga,Revuelto
Pacífico,Peces,PezOseo,Piaractus brachypomus,Cachama blanca,Grande
Pacífico,Peces,PezOseo,Piaractus brachypomus,Cachama blanca,Revuelto
Pacífico,Peces,PezOseo,Polydactylus approximans,Barbeta blanca,Grande
Pacífico,Peces,PezOseo,Polydactylus approximans,Barbeta blanca,Mediano
Pacífico,Peces,PezOseo,Polydactylus approximans,Barbeta blanca,Pequeño
Pacífico,Peces,PezOseo,Polydactylus approximans,Barbeta blanca,Pescado menudo
Pacífico,Peces,PezOseo,Polydactylus approximans,Barbeta blanca,Ranfaña
Pacífico,Peces,PezOseo,Polydactylus approximans,Barbeta blanca,Revuelto
Pacífico,Peces,PezOseo,Polydactylus approximans,Barbeta blanca,Varios tamaños
Pacífico,Peces,PezOseo,Polydactylus opercularis,Barbeta amarilla,Grande
Pacífico,Peces,PezOseo,Polydactylus opercularis,Barbeta amarilla,Mediano
Pacífico,Peces,PezOseo,Polydactylus opercularis,Barbeta amarilla,Pequeño
Pacífico,Peces,PezOseo,Polydactylus opercularis,Barbeta amarilla,Ranfaña
Pacífico,Peces,PezOseo,Polydactylus opercularis,Barbeta amarilla,Revuelto
Pacífico,Peces,PezOseo,Polydactylus opercularis,Barbeta amarilla,Varios tamaños
Pacífico,Peces,PezOseo,Pomacanthus zonipectus,Señorita,Mediano
Pacífico,Peces,PezOseo,Pomadasys spp.,Pargo blanco Roncador,Extragrande
Pacífico,Peces,PezOseo,Pomadasys spp.,Pargo blanco Roncador,Grande
Pacífico,Peces,PezOseo,Pomadasys spp.,Pargo blanco Roncador,Mediano
Pacífico,Peces,PezOseo,Pomadasys spp.,Pargo blanco Roncador,Pequeño
Pacífico,Peces,PezOseo,Pomadasys spp.,Pargo blanco Roncador,Revuelto
Pacífico,Peces,PezOseo,Pontinus sierra,Guere guere,Grande
Pacífico,Peces,PezOseo,Pontinus sierra,Guere guere,Pequeño
Pacífico,Peces,PezOseo,Pontinus sierra,Guere guere,Revuelto
Pacífico,Peces,PezOseo,Prionotus spp. ppalmente prionotus horrens,Pez rey pejerrey,Grande
Pacífico,Peces,PezOseo,Prionotus spp. ppalmente prionotus horrens,Pez rey pejerrey,Pequeño
Pacífico,Peces,PezOseo,Prionotus spp. ppalmente prionotus horrens,Pez rey pejerrey,Revuelto
Pacífico,Peces,PezOseo,Prionotus spp. ppalmente prionotus horrens,Pez rey pejerrey,Varios tamaños
Pacífico,Crustáceos,Camaron,Protrachypene precipua,Camarón pomadilla,Grande
Pacífico,Crustáceos,Camaron,Protrachypene precipua,Camarón pomadilla,Mediano
Pacífico,Crustáceos,Camaron,Protrachypene precipua,Camarón pomadilla,Pequeño
Pacífico,Crustáceos,Camaron,Protrachypene precipua,Camarón pomadilla,Ranfaña
Pacífico,Crustáceos,Camaron,Protrachypene precipua,Camarón pomadilla,Revuelto
Pacífico,Crustáceos,Camaron,Protrachypene precipua,Camarón pomadilla,Varios tamaños
Pacífico,Peces,PezOseo,Pseudobalistes naufragium,"Pejepuerco, Jabonera",Grande
Pacífico,Peces,PezOseo,Pseudupeneus grandisquamis,Camotillo,Pequeño
Pacífico,Peces,PezOseo,Pseudupeneus grandisquamis,Camotillo,Pescado menudo
Pacífico,Peces,PezOseo,Pseudupeneus grandisquamis,Camotillo,Ranfaña
Pacífico,Peces,PezOseo,Pseudupeneus grandisquamis,Camotillo,Revuelto
Pacífico,Peces,PezOseo,Rhencus macracanthus,Roncador,Grande
Pacífico,Peces,PezOseo,Rhencus macracanthus,Roncador,Pequeño
Pacífico,Peces,PezOseo,Rhencus macracanthus,Roncador,Revuelto
Pacífico,Peces,PezOseo,Rhencus macracanthus,Roncador,Varios tamaños
